customer_id,age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
202,57,152509,2.7,3,4.1,10,1,27,17,121417,144591,2,5,2,5,2,4,10,8,6,6,3,Other,Tier 3,Hybrid
203,33,72452,3.8,2,5.4,6,8,14,10,80630,40449,10,10,6,6,7,3,1,6,4,4,7,Female,Tier 2,Hybrid
204,26,193834,10.6,8,2.8,5,8,17,3,46577,21988,5,3,9,4,5,2,2,1,9,1,10,Other,Tier 2,Online
205,67,131547,10.9,9,1.7,9,8,20,4,96397,103391,4,10,5,3,8,9,9,2,7,6,9,Male,Tier 3,Online
206,33,106949,9.2,3,2.8,3,10,30,18,38825,127247,6,1,4,8,4,2,5,6,4,1,4,Other,Tier 2,Hybrid
207,42,266244,11.1,15,0.5,6,2,22,16,72195,69526,10,9,10,3,7,7,6,10,2,9,5,Female,Tier 1,Hybrid
208,51,232778,4.6,14,2.2,8,10,0,16,36929,115816,3,4,2,9,5,4,3,3,3,6,10,Other,Tier 1,Store
209,60,140767,5.3,6,4.4,8,8,15,6,42769,108214,1,4,1,3,10,10,3,3,9,1,10,Male,Tier 1,Hybrid
210,28,155402,11.1,9,5.8,10,10,20,0,74805,22978,4,8,10,8,8,3,4,7,10,3,10,Male,Tier 3,Online
211,60,287808,3.5,12,4.2,8,10,18,2,60744,99645,7,3,2,1,4,9,9,7,3,10,2,Male,Tier 2,Online
212,57,40466,10.6,9,3.1,2,2,15,4,141870,814,7,9,7,6,1,9,7,4,8,7,6,Other,Tier 3,Hybrid
213,66,71231,5.4,5,3.0,4,2,9,19,143035,107624,5,4,1,1,10,9,2,9,1,7,4,Other,Tier 2,Hybrid
214,44,209933,1.7,7,4.0,5,5,27,17,111534,148524,6,10,5,7,4,7,9,9,8,3,6,Other,Tier 3,Hybrid
215,48,153052,11.9,10,2.2,7,3,27,3,60733,117572,3,2,4,9,7,6,9,10,1,3,7,Other,Tier 1,Online
216,69,67756,10.0,8,5.6,7,2,2,8,58635,97712,2,10,1,7,7,10,9,5,10,1,3,Other,Tier 2,Hybrid
217,46,25615,2.8,11,5.6,9,5,6,1,134337,135717,4,10,3,1,6,4,1,3,2,5,7,Female,Tier 3,Hybrid
218,43,232573,7.2,9,0.3,2,2,17,9,147068,91751,6,5,4,10,4,8,7,10,1,5,3,Female,Tier 3,Hybrid
219,24,57951,6.3,6,5.7,9,5,28,17,66073,116569,7,10,8,4,6,8,8,10,1,8,2,Female,Tier 1,Hybrid
220,42,135543,8.3,4,4.8,7,6,16,17,3048,69535,4,5,2,7,6,2,9,3,8,6,6,Male,Tier 3,Hybrid
221,35,115831,11.4,11,5.6,4,8,23,6,62067,63953,5,4,4,4,4,10,6,3,2,2,2,Other,Tier 3,Hybrid
222,49,23472,9.3,9,5.8,8,6,19,10,129564,72519,8,3,9,5,7,4,10,3,1,9,7,Female,Tier 3,Hybrid
223,20,283441,4.5,14,4.2,3,8,3,16,121104,83246,1,1,4,7,10,2,6,6,10,5,3,Other,Tier 2,Store
224,33,161247,5.9,10,2.2,3,8,13,6,110362,98098,6,7,5,8,3,10,3,10,4,2,5,Male,Tier 3,Hybrid
225,45,219692,2.8,13,5.8,3,8,25,0,46796,110999,8,3,9,9,6,8,5,5,9,10,1,Female,Tier 1,Online
226,62,105638,1.2,14,1.7,2,8,23,10,68596,95124,6,9,9,5,6,1,7,2,6,10,4,Other,Tier 3,Hybrid
227,59,111508,11.8,5,2.3,9,8,24,14,21054,100395,10,5,8,3,3,6,7,10,10,7,2,Male,Tier 1,Hybrid
228,39,139651,4.1,11,1.9,5,10,20,12,71606,117127,6,10,9,8,7,3,3,1,3,4,5,Other,Tier 3,Hybrid
229,65,61976,2.9,7,0.8,2,8,17,1,7411,104574,9,2,2,5,10,3,2,7,5,4,4,Other,Tier 2,Online
230,46,86276,2.0,14,1.2,1,6,27,10,125321,122971,9,5,9,8,3,9,3,10,10,8,10,Female,Tier 3,Hybrid
231,58,299856,4.1,6,3.0,4,2,14,9,96387,108556,5,3,5,1,1,9,3,6,5,8,9,Male,Tier 3,Hybrid
232,49,270120,3.9,13,2.7,5,10,7,0,144210,98448,4,7,9,7,7,4,3,7,7,4,5,Male,Tier 2,Hybrid
233,58,145599,6.4,13,5.5,5,5,20,17,70970,108740,4,2,3,3,5,2,8,10,8,5,10,Female,Tier 1,Hybrid
234,38,30168,2.2,9,0.3,2,5,8,4,115428,2650,4,2,3,1,8,4,6,7,5,8,6,Female,Tier 3,Hybrid
235,68,36639,4.3,14,4.6,3,1,8,12,19213,142894,8,3,4,5,7,1,2,4,7,8,4,Other,Tier 1,Hybrid
236,30,261610,9.0,2,3.2,4,8,12,9,85189,42079,1,9,9,2,5,8,5,4,6,1,4,Male,Tier 1,Hybrid
237,58,247625,4.2,3,4.8,10,2,12,7,2840,11508,10,8,10,3,6,2,4,3,8,2,10,Female,Tier 3,Hybrid
238,21,51339,4.6,3,4.3,2,3,15,7,83531,146868,6,8,4,1,7,6,3,5,1,8,8,Other,Tier 2,Hybrid
239,52,276949,2.7,3,3.4,6,8,8,19,145864,42533,2,9,3,8,5,5,9,6,8,1,9,Female,Tier 3,Hybrid
240,29,29814,7.6,6,4.7,4,6,23,2,141784,102078,4,9,8,9,3,10,5,6,7,6,2,Male,Tier 3,Online
241,60,54959,1.0,3,1.2,1,4,3,15,50731,26387,1,10,7,8,9,10,10,5,1,6,4,Other,Tier 3,Store
242,22,26860,11.2,4,4.0,2,8,25,20,16412,95114,9,7,6,1,10,5,9,1,2,5,2,Male,Tier 3,Hybrid
243,24,73071,8.8,9,2.4,4,9,21,7,149929,47397,9,9,7,2,10,6,8,7,2,3,3,Other,Tier 2,Hybrid
244,50,196953,8.1,9,6.0,8,6,28,10,144700,85606,6,7,7,6,10,4,10,9,4,7,9,Other,Tier 2,Hybrid
245,41,257189,5.6,7,0.2,1,5,19,0,136188,35911,5,1,5,4,4,6,1,5,9,9,9,Other,Tier 3,Online
246,27,69433,0.9,6,1.1,5,6,28,18,65998,61578,5,5,2,10,7,10,4,2,6,8,3,Female,Tier 3,Hybrid
247,62,69998,7.3,5,0.4,10,7,2,1,88158,91707,7,7,2,4,10,1,7,1,5,9,1,Female,Tier 3,Hybrid
248,54,98423,4.3,12,1.5,1,7,14,19,132811,24114,4,7,5,7,3,3,6,2,8,10,1,Other,Tier 2,Hybrid
249,34,64605,5.1,7,4.7,3,3,15,17,52432,128389,7,10,4,9,10,9,4,4,2,5,7,Female,Tier 3,Hybrid
250,54,66973,1.8,7,2.7,6,4,10,11,6845,80406,3,6,10,8,10,3,8,1,4,4,6,Male,Tier 3,Hybrid
251,23,78915,9.0,4,5.7,3,5,0,10,29670,80484,8,8,1,6,4,9,4,4,9,9,5,Other,Tier 2,Hybrid
252,57,94106,8.5,11,0.3,10,9,1,8,45148,16257,5,4,10,5,1,8,1,2,7,5,6,Male,Tier 1,Hybrid
253,36,222649,3.2,7,3.1,2,6,15,19,139845,23574,3,4,9,8,9,1,1,4,9,5,6,Female,Tier 2,Hybrid
254,65,102315,0.7,11,2.2,5,4,16,8,16755,68049,7,1,9,5,4,3,6,7,3,2,7,Other,Tier 3,Hybrid
255,57,139237,5.3,10,1.1,5,10,10,14,142643,35043,4,3,10,9,4,3,5,9,3,7,3,Other,Tier 3,Hybrid
256,28,186459,1.3,9,5.7,2,3,10,4,8228,84042,7,7,5,8,5,3,4,2,3,3,1,Other,Tier 3,Hybrid
257,35,141064,7.4,4,4.2,6,2,22,15,35650,132181,10,8,6,3,7,8,8,3,3,4,4,Male,Tier 2,Hybrid
258,66,27871,11.1,7,1.5,4,4,2,5,115655,128935,6,8,4,7,7,1,10,7,6,7,10,Other,Tier 3,Hybrid
259,56,295372,7.9,12,4.8,9,2,14,14,11619,64914,9,9,7,1,9,7,9,1,4,5,8,Female,Tier 2,Hybrid
260,67,169901,5.8,7,1.9,1,9,28,4,122024,118909,2,9,2,3,10,9,3,7,7,6,8,Male,Tier 1,Online
261,47,125870,10.6,2,1.7,3,2,2,3,118307,95643,2,9,7,9,10,3,7,9,7,1,3,Female,Tier 3,Hybrid
262,60,98690,2.4,3,1.2,1,7,9,9,117483,76202,3,2,3,4,1,10,5,1,8,8,8,Other,Tier 1,Hybrid
263,56,278718,3.2,10,4.0,8,7,14,2,2223,64650,9,5,10,9,4,1,3,3,1,6,1,Male,Tier 1,Hybrid
264,60,176469,4.3,2,0.5,7,3,5,9,147871,47009,8,10,6,1,2,5,6,6,7,2,7,Other,Tier 1,Hybrid
265,36,266843,2.0,12,5.2,6,9,13,16,55509,55301,10,1,2,10,9,2,8,10,5,7,10,Female,Tier 2,Hybrid
266,51,205521,11.2,10,3.5,9,8,15,5,61506,76649,4,1,2,1,8,2,4,10,7,7,1,Female,Tier 2,Hybrid
267,53,131326,0.6,4,4.2,5,2,9,9,133325,144677,6,1,2,6,6,7,10,10,1,3,4,Female,Tier 2,Hybrid
268,61,271190,11.0,13,0.4,3,8,4,20,121248,141262,6,8,7,1,9,5,10,6,9,9,1,Male,Tier 3,Store
269,61,193916,9.7,15,4.8,2,3,8,0,89406,98867,9,3,10,10,7,3,10,2,5,6,1,Female,Tier 2,Hybrid
270,23,280599,10.6,6,2.8,5,4,16,9,46378,29920,6,1,4,2,8,9,1,8,9,3,4,Female,Tier 2,Hybrid
271,64,294531,4.1,6,1.0,2,9,21,4,54288,10082,8,7,9,2,1,5,1,10,2,6,8,Male,Tier 1,Online
272,51,183829,0.8,13,2.0,4,6,6,6,75621,73022,9,6,8,2,5,3,3,5,2,1,10,Other,Tier 3,Hybrid
273,24,128306,6.7,9,2.0,3,5,18,7,45398,19175,5,10,6,9,8,1,3,1,8,1,2,Female,Tier 1,Hybrid
274,23,243590,5.0,12,3.7,10,8,19,11,82404,87618,4,9,2,8,10,3,2,8,2,8,5,Other,Tier 3,Hybrid
275,63,264001,5.9,4,1.0,10,5,29,11,103280,48564,6,6,8,8,1,2,8,2,6,8,8,Male,Tier 2,Hybrid
276,67,202774,7.5,3,3.1,7,2,10,17,19092,79698,9,8,7,10,7,4,10,4,9,3,8,Female,Tier 1,Hybrid
277,39,129176,9.9,10,2.7,7,10,25,10,143244,62406,3,2,10,8,2,10,10,8,6,9,2,Female,Tier 1,Hybrid
278,37,232752,1.3,2,4.2,10,7,10,15,16617,24232,4,3,10,1,3,3,8,9,5,7,10,Other,Tier 2,Hybrid
279,30,127825,8.3,6,1.9,5,7,22,11,23906,2628,10,9,7,3,5,1,6,9,1,1,9,Female,Tier 1,Hybrid
280,36,36349,3.2,12,3.6,6,7,12,12,114582,143399,4,3,8,3,4,9,7,6,7,3,5,Other,Tier 1,Hybrid
281,26,26083,1.3,1,1.0,8,7,4,2,36471,109514,8,10,7,10,3,8,9,7,9,8,7,Female,Tier 1,Hybrid
282,29,242702,7.5,10,3.1,4,9,8,13,143674,96698,1,1,10,8,6,2,10,8,2,3,9,Female,Tier 2,Hybrid
283,51,61017,6.5,10,0.7,8,2,21,20,141847,82419,10,1,6,9,1,8,8,9,8,10,6,Female,Tier 2,Hybrid
284,69,174464,3.8,1,4.2,10,5,23,18,68773,16600,8,10,3,10,1,5,10,1,5,8,2,Male,Tier 3,Hybrid
285,22,165672,3.4,10,1.8,5,1,23,3,46273,40119,8,6,3,5,4,8,3,9,1,6,2,Male,Tier 3,Online
286,70,100819,10.1,13,6.0,7,4,21,14,44352,55774,10,6,1,5,2,1,3,8,7,8,5,Female,Tier 3,Hybrid
287,66,299194,3.2,11,4.3,8,5,4,16,114462,3609,5,8,7,6,9,1,2,9,6,7,10,Other,Tier 2,Store
288,39,161728,3.6,2,1.7,10,7,14,7,51598,136802,6,3,6,9,1,1,2,1,7,2,9,Male,Tier 3,Hybrid
289,46,204295,3.0,5,1.7,1,1,19,2,15411,57339,10,2,2,2,10,3,7,10,3,2,3,Female,Tier 2,Online
290,47,59696,7.8,15,6.0,7,6,8,5,19897,73189,1,7,7,6,1,5,5,3,8,2,8,Male,Tier 3,Hybrid
291,43,113555,7.9,2,1.0,7,4,19,20,28352,116257,5,2,1,2,2,10,5,8,1,8,3,Other,Tier 3,Hybrid
292,18,39836,8.1,5,1.1,6,7,18,0,135604,129128,8,7,7,2,9,4,1,7,8,2,10,Other,Tier 2,Online
293,39,178769,5.1,11,6.0,2,6,17,10,21591,120991,5,4,3,9,1,7,4,5,7,2,6,Female,Tier 1,Hybrid
294,58,249629,9.0,3,0.4,1,10,7,15,102413,17013,9,5,8,9,8,1,1,6,1,6,1,Female,Tier 1,Hybrid
295,31,294265,5.8,11,5.2,9,3,23,18,61575,19383,1,3,8,1,8,10,1,4,3,1,3,Other,Tier 1,Hybrid
296,37,71009,5.7,3,5.0,2,2,3,15,58321,17043,4,7,6,7,6,2,10,9,3,6,4,Male,Tier 3,Store
297,29,195900,1.2,5,1.0,7,3,22,11,145572,43755,8,4,10,1,3,2,10,7,3,1,8,Male,Tier 1,Hybrid
298,18,114064,11.2,12,4.0,5,7,22,15,33764,54543,3,5,9,8,7,4,3,10,1,10,3,Other,Tier 2,Hybrid
299,57,66148,7.7,13,1.9,7,1,17,7,50806,31303,9,2,10,6,9,9,4,8,4,5,1,Male,Tier 1,Hybrid
300,68,98232,8.4,15,3.0,3,3,21,1,14663,95971,5,4,7,5,6,10,8,1,2,1,9,Male,Tier 1,Online
301,68,35238,6.1,2,0.6,4,8,18,18,85951,110355,4,6,4,2,6,4,2,4,7,4,7,Male,Tier 1,Hybrid
302,48,273969,1.1,7,1.0,10,8,5,12,98406,36257,8,4,6,5,4,6,3,1,10,1,5,Male,Tier 1,Hybrid
303,47,260427,5.3,13,2.2,5,10,5,20,45047,145401,4,2,7,9,8,4,10,8,8,5,1,Other,Tier 2,Store
304,65,149317,3.4,7,3.6,10,3,29,18,1831,110016,1,1,8,9,1,7,9,7,8,2,8,Female,Tier 1,Hybrid
305,23,26513,8.5,7,5.7,3,6,9,7,24284,4675,8,5,3,8,10,10,1,8,8,3,7,Male,Tier 2,Hybrid
306,58,263424,8.6,1,5.2,2,7,28,10,139677,9075,5,7,5,10,9,10,4,2,10,6,1,Other,Tier 3,Hybrid
307,41,47033,1.8,6,2.9,1,6,11,5,146983,18065,9,4,3,6,4,9,2,8,10,4,4,Female,Tier 2,Hybrid
308,35,284013,8.3,5,0.5,6,6,14,15,131952,138566,2,8,9,9,5,8,10,6,2,4,8,Male,Tier 1,Hybrid
309,43,113748,3.8,2,0.8,5,2,22,4,130609,39952,4,9,1,5,7,9,3,8,6,7,8,Other,Tier 3,Online
310,19,172838,2.7,1,5.3,4,9,20,10,108422,90360,6,8,10,9,9,8,8,5,10,3,5,Male,Tier 2,Hybrid
311,32,273882,4.8,5,4.7,1,3,11,9,120018,44111,10,3,9,5,3,3,3,3,4,2,1,Female,Tier 3,Hybrid
312,26,251152,3.5,3,1.4,1,6,11,4,98257,118052,9,3,9,5,2,1,7,8,3,8,6,Male,Tier 1,Hybrid
313,65,286028,4.3,12,1.9,5,10,21,4,148672,116395,6,2,8,1,3,9,2,5,1,7,10,Male,Tier 2,Online
314,40,68486,4.3,10,3.9,10,9,7,8,51805,6410,2,9,8,2,9,7,4,8,6,10,10,Other,Tier 1,Hybrid
315,60,209301,5.1,12,5.2,6,7,11,0,75119,90918,6,5,8,9,2,4,8,7,8,5,3,Other,Tier 2,Hybrid
316,64,237156,2.1,10,3.7,3,4,9,15,138204,88427,2,10,7,2,1,7,5,7,3,9,8,Other,Tier 3,Hybrid
317,66,91789,2.8,14,2.4,9,8,1,9,80169,130025,9,8,4,1,1,3,5,5,8,2,5,Female,Tier 1,Hybrid
318,49,148319,0.8,13,1.8,2,10,23,11,126456,148761,7,5,8,2,6,9,10,1,5,3,10,Male,Tier 1,Hybrid
319,38,261719,10.6,3,2.3,1,5,11,13,93819,13270,5,5,9,2,9,4,3,2,10,3,9,Female,Tier 2,Hybrid
320,70,177848,3.6,12,4.2,2,9,18,11,38174,3881,3,9,5,6,8,7,6,3,2,4,3,Other,Tier 1,Hybrid
321,30,295593,10.2,12,3.4,2,7,14,2,31056,34901,1,8,6,5,6,3,8,10,9,6,3,Other,Tier 2,Hybrid
322,19,82178,3.1,14,4.2,4,5,4,6,34635,21105,7,2,2,1,8,7,1,4,2,1,9,Other,Tier 1,Hybrid
323,48,82349,10.9,1,0.6,1,2,25,3,54344,52935,3,6,1,2,3,5,10,6,6,3,9,Other,Tier 3,Online
324,33,284717,7.1,2,5.0,1,9,6,6,74387,45529,9,1,2,4,9,8,6,10,3,8,2,Male,Tier 2,Hybrid
325,42,242346,3.0,4,2.6,6,2,14,3,136743,36128,8,6,5,9,1,2,6,8,2,7,5,Female,Tier 3,Hybrid
326,65,183581,8.4,14,2.8,9,7,9,13,49988,18747,8,6,3,1,8,2,7,8,9,2,2,Male,Tier 2,Hybrid
327,43,73331,9.0,15,5.9,2,6,6,10,52997,106481,2,4,7,8,5,10,10,5,7,6,8,Other,Tier 3,Hybrid
328,43,274034,6.4,3,4.7,2,2,8,15,130857,61008,3,1,2,1,2,8,1,3,7,10,6,Male,Tier 2,Hybrid
329,57,70506,9.2,11,4.6,8,8,6,9,131021,129016,9,5,9,6,9,9,1,1,7,2,7,Female,Tier 2,Hybrid
330,42,252026,5.8,1,1.2,5,3,15,13,35755,82409,7,8,2,10,8,9,9,10,8,8,9,Male,Tier 3,Hybrid
331,21,225198,3.5,10,5.8,10,6,24,9,84512,16601,1,10,1,3,6,6,10,1,6,7,2,Female,Tier 2,Hybrid
332,40,235969,4.5,11,1.6,4,5,18,2,17670,80430,2,6,3,1,9,6,1,8,7,10,9,Female,Tier 2,Online
333,19,266258,7.3,6,2.4,7,6,18,3,128520,26729,4,6,8,9,6,3,10,5,6,7,4,Female,Tier 3,Online
334,68,59489,10.2,9,1.4,5,1,9,18,105889,59714,10,2,10,2,10,6,5,2,10,9,8,Female,Tier 1,Hybrid
335,40,60192,8.0,5,3.1,5,7,21,17,82643,52948,7,7,5,10,9,8,9,3,1,9,3,Other,Tier 2,Hybrid
336,31,264997,3.6,11,3.3,10,7,29,18,16197,137409,4,6,8,3,4,3,5,7,7,6,2,Other,Tier 1,Hybrid
337,44,159950,10.0,11,1.1,10,4,12,7,30268,39811,4,1,4,5,8,8,9,7,7,1,4,Male,Tier 2,Hybrid
338,26,35278,3.5,13,1.8,9,3,20,1,127860,5718,1,2,6,10,5,2,7,6,2,7,3,Male,Tier 1,Online
339,54,282274,11.2,9,4.1,10,9,8,15,24158,62910,10,2,6,6,10,7,4,7,4,3,2,Male,Tier 1,Hybrid
340,35,250411,5.2,14,3.6,8,9,11,3,83465,143563,7,8,4,5,3,6,8,6,5,1,10,Male,Tier 3,Hybrid
341,60,48664,8.4,13,4.1,5,9,12,9,95620,32495,9,4,8,7,1,7,5,5,2,4,5,Male,Tier 1,Hybrid
342,46,186295,10.6,13,3.9,1,5,27,2,129394,123993,7,6,7,2,3,5,9,2,6,7,10,Other,Tier 3,Online
343,65,191320,5.7,1,4.6,3,8,25,20,36175,1306,7,4,5,6,10,2,2,3,4,9,3,Other,Tier 3,Hybrid
344,44,187457,5.7,14,4.5,5,3,21,18,86373,74371,4,2,7,6,3,7,7,10,4,1,1,Other,Tier 3,Hybrid
345,57,139908,10.9,8,1.3,3,1,12,19,112934,68698,3,2,6,3,10,2,1,9,7,8,8,Male,Tier 1,Hybrid
346,63,126506,2.7,14,4.9,5,5,23,15,100658,34630,7,4,10,4,5,4,7,3,7,3,1,Female,Tier 2,Hybrid
347,33,256441,10.9,6,3.6,8,2,0,15,35418,85236,7,4,7,7,10,5,2,2,9,1,1,Female,Tier 1,Store
348,48,205756,12.0,11,5.8,10,1,0,8,132762,100360,5,7,6,3,9,1,10,3,5,3,9,Female,Tier 2,Hybrid
349,47,89163,1.5,12,3.3,3,5,3,10,12076,34020,8,5,6,7,5,5,10,5,9,6,7,Male,Tier 2,Hybrid
350,65,277569,9.3,3,3.4,8,1,6,4,14804,60756,3,1,8,5,3,8,7,2,8,1,8,Female,Tier 3,Hybrid
351,53,274384,5.8,2,5.1,3,2,11,2,53907,74979,3,3,9,5,10,10,4,10,1,9,10,Male,Tier 2,Hybrid
352,22,149057,9.3,11,0.7,6,1,9,3,103829,98426,10,2,6,3,1,2,8,8,8,5,10,Other,Tier 1,Hybrid
353,39,42988,8.0,8,2.1,10,3,6,1,74674,85217,1,2,9,10,7,2,7,5,3,4,7,Male,Tier 1,Hybrid
354,31,105427,5.0,7,1.9,3,2,9,15,113840,81791,10,3,6,2,6,9,4,8,8,7,8,Female,Tier 3,Hybrid
355,56,241810,1.5,7,4.9,10,3,13,20,112177,24865,1,9,6,8,4,3,8,9,9,2,5,Female,Tier 2,Hybrid
356,23,270405,4.0,3,4.2,5,4,16,13,77958,149538,1,9,2,1,9,2,9,7,7,2,8,Other,Tier 3,Hybrid
357,54,152844,4.6,10,0.7,9,1,3,14,47568,48264,7,1,2,7,5,6,10,8,8,10,5,Female,Tier 1,Store
358,31,117039,1.4,10,1.7,2,7,17,0,2032,104029,2,1,3,8,8,7,10,8,5,10,10,Female,Tier 3,Online
359,61,227092,9.8,2,0.9,1,4,3,0,49841,7529,4,8,3,4,7,9,4,2,5,8,3,Female,Tier 2,Hybrid
360,19,81057,2.4,3,4.5,8,8,15,0,118337,64103,4,5,10,7,1,6,1,2,7,7,8,Other,Tier 3,Hybrid
361,56,172449,0.9,7,3.0,10,10,29,15,61292,16413,9,1,7,10,6,9,2,5,7,8,2,Female,Tier 3,Hybrid
362,59,201804,5.7,7,0.3,5,4,15,11,115348,61344,9,4,10,6,10,8,3,5,7,7,6,Female,Tier 1,Hybrid
363,57,128636,3.7,12,0.7,8,3,5,6,41476,129523,2,7,8,5,4,4,9,1,1,6,5,Female,Tier 3,Hybrid
364,28,111600,10.0,15,3.1,2,6,13,3,59925,32137,9,4,8,5,6,6,1,9,5,3,9,Other,Tier 3,Hybrid
365,24,46435,11.2,8,4.8,2,2,25,19,27204,147948,1,9,2,3,2,4,6,3,5,8,9,Female,Tier 3,Hybrid
366,24,100895,7.9,6,5.0,2,4,14,13,2226,64808,8,6,5,9,3,2,5,6,7,6,4,Male,Tier 3,Hybrid
367,44,139633,2.1,7,2.6,7,8,30,16,95336,8302,8,3,1,9,2,2,6,6,7,3,7,Male,Tier 2,Hybrid
368,66,39447,8.1,11,1.1,10,1,20,16,78022,110418,7,9,5,6,6,1,5,9,10,3,7,Female,Tier 3,Hybrid
369,31,251810,8.5,15,4.9,7,4,28,9,22593,10191,9,6,7,3,9,9,5,4,2,9,9,Female,Tier 3,Hybrid
370,39,103900,0.8,15,4.8,10,5,7,9,111320,132954,2,1,6,5,9,6,2,1,2,8,5,Other,Tier 3,Hybrid
371,18,257579,4.4,4,4.9,10,10,22,20,140298,61799,6,5,5,10,3,7,9,4,2,6,9,Other,Tier 1,Hybrid
372,70,209408,5.7,3,4.3,7,2,2,1,111881,34595,8,4,8,2,6,9,7,10,9,9,7,Female,Tier 3,Hybrid
373,49,241995,12.0,12,5.6,8,7,26,5,38339,133088,3,8,8,3,9,9,2,4,8,8,1,Other,Tier 1,Online
374,53,213636,11.1,2,3.7,7,2,3,11,76414,11059,9,3,2,6,5,6,5,5,8,1,3,Male,Tier 3,Hybrid
375,44,45507,11.3,5,5.4,4,3,26,15,1046,32567,9,6,2,1,7,8,10,5,10,8,6,Female,Tier 2,Hybrid
376,64,89630,9.3,9,3.9,8,8,4,10,23913,107881,7,4,7,6,9,1,8,5,2,3,1,Other,Tier 3,Hybrid
377,68,181925,7.0,2,3.9,2,4,30,19,142538,14360,10,9,4,8,9,1,2,9,3,1,5,Male,Tier 1,Hybrid
378,63,252904,1.5,9,3.7,7,10,1,15,6598,89617,7,3,7,1,9,6,7,5,2,2,2,Other,Tier 1,Store
379,36,95515,2.6,13,0.7,5,7,21,5,15943,85773,3,1,1,5,7,2,6,3,7,6,5,Female,Tier 1,Online
380,21,126199,3.3,10,3.6,8,9,24,16,101438,30667,5,1,6,8,9,7,2,8,1,7,4,Male,Tier 2,Hybrid
381,53,73220,3.3,9,4.0,3,5,18,13,117411,22496,9,4,3,6,9,3,4,9,7,9,8,Male,Tier 1,Hybrid
382,70,263611,11.6,10,1.9,3,1,1,15,72144,66269,7,6,4,10,9,5,1,3,9,10,2,Female,Tier 1,Store
383,43,84475,10.1,12,3.4,5,7,6,19,132835,83941,6,5,8,5,4,6,6,4,8,10,6,Male,Tier 3,Hybrid
384,26,21073,7.5,1,5.4,3,7,17,15,103467,141567,2,2,9,1,8,2,6,7,10,6,7,Male,Tier 3,Hybrid
385,18,85412,5.8,15,1.3,1,4,23,0,74197,94300,4,2,10,5,4,4,8,6,1,5,8,Other,Tier 3,Online
386,56,129621,0.6,14,3.9,2,5,18,16,130002,45189,9,4,10,10,10,3,2,10,3,2,3,Female,Tier 3,Hybrid
387,32,294244,8.9,5,1.3,1,9,19,8,147331,119494,1,7,1,6,7,7,5,2,9,8,8,Female,Tier 3,Hybrid
388,66,42788,10.7,4,0.5,7,9,14,10,1852,103223,4,6,2,10,1,4,7,2,4,4,3,Female,Tier 2,Hybrid
389,22,70712,0.8,7,4.9,10,6,26,8,65289,28769,8,4,6,1,6,9,4,2,10,10,8,Male,Tier 3,Hybrid
390,46,85444,1.5,1,5.5,7,6,28,2,33932,16753,8,1,5,10,7,2,2,1,9,1,5,Female,Tier 2,Online
391,24,235538,3.2,10,4.8,10,1,14,12,122189,112725,10,10,2,6,1,8,9,6,10,4,2,Male,Tier 1,Hybrid
392,56,55412,7.3,14,1.3,10,3,20,16,67683,93663,7,8,10,8,3,4,3,1,1,3,5,Other,Tier 2,Hybrid
393,50,207560,4.1,15,3.3,3,3,15,9,90389,76800,6,1,9,10,3,1,4,9,9,1,7,Female,Tier 1,Hybrid
394,30,125518,9.5,6,1.3,8,8,19,10,148898,88491,10,5,7,6,3,2,8,1,8,4,1,Other,Tier 1,Hybrid
395,62,140729,5.9,4,1.6,6,7,6,12,48798,2263,6,1,2,6,1,9,2,3,5,8,4,Other,Tier 3,Hybrid
396,66,208696,1.0,1,1.4,5,3,7,8,46187,89581,9,4,3,4,1,3,5,2,1,3,7,Other,Tier 1,Hybrid
397,39,130224,4.0,4,2.3,6,3,30,16,114196,17638,2,3,3,4,4,9,7,6,6,10,7,Other,Tier 1,Hybrid
398,20,119143,10.3,5,4.8,6,4,1,20,73919,33650,9,10,8,4,2,8,10,2,3,9,7,Other,Tier 3,Store
399,41,281403,6.5,3,2.1,6,9,22,15,130206,124692,5,10,7,10,1,4,4,4,8,4,7,Male,Tier 2,Hybrid
400,45,217700,7.1,15,5.1,5,9,2,4,22527,77845,8,9,6,4,10,1,8,9,10,6,7,Female,Tier 2,Hybrid
401,45,234409,4.7,8,2.0,7,1,5,14,61786,70131,2,6,2,5,9,9,9,2,5,4,2,Male,Tier 1,Store
402,41,40070,6.8,6,1.3,6,5,9,8,50475,36640,9,5,1,5,5,6,7,7,10,1,8,Other,Tier 3,Hybrid
403,66,98266,10.5,4,1.5,4,8,7,16,145364,123376,8,6,2,6,4,7,7,4,8,8,9,Male,Tier 2,Hybrid
404,26,87290,4.0,12,0.3,6,6,7,13,112099,106240,9,5,6,10,1,10,1,3,3,6,10,Other,Tier 3,Hybrid
405,56,224936,11.8,4,5.7,2,9,12,6,124960,28978,6,10,8,5,2,3,2,9,3,1,10,Female,Tier 1,Hybrid
